Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
DN38,,100,1,0,0,0,4,0,75,0,37
DN39,,14,0,20,62,0,11,0,9,0,71
DN40,,0,0,0,6,0,1,0,100,0,9
DN41,,96,2,0,0,0,13,0,23,0,60
DT1,YES,0,0,29,0,0,3,0,33,0,0
DT2,,138,0,0,18,0,6,0,50,0,46
DT3,,110,1,15,68,15,26,9,15,0,5
DT4,,106,0,0,23,0,11,0,18,0,48
DT5,,0,1,0,0,0,2,0,0,0,0
DT6,,139,0,0,80,12,7,0,71,0,63
DT7,,121,0,0,50,0,9,0,22,0,28
DT8,,111,1,0,14,6,9,18,67,0,105
DT9,,282,0,0,20,0,5,0,60,0,107
DT10,,98,2,7,41,0,7,0,29,0,124
DT11,,137,2,0,85,0,11,0,45,0,117
DY1,,106,1,0,108,0,3,0,0,0,0
DY2,,33,0,0,0,0,12,0,0,0,0
DY3,,259,0,0,216,0,18,0,22,0,34
DY4,,111,2,0,96,19,8,0,25,0,52
DY5,,501,2,13,382,12,16,0,31,0,76
DY6,,490,0,0,454,0,8,0,38,0,292
DY7,,0,2,0,0,0,4,0,0,0,0
DY8,,500,1,0,531,34,33,0,27,0,211
DY9,YES,366,1,0,155,77,13,0,15,0,0
DY10,YES,192,3,0,261,0,20,0,20,0,0
DY11,,57,1,0,138,0,13,0,0,0,0
DY12,,111,0,0,47,0,12,0,42,0,30
DY13,,202,2,0,141,27,18,0,39,0,99
DY14,,132,0,0,76,0,11,0,64,0,208
E1,,0,0,0,0,0,41,0,0,0,0
E1W,,0,1,0,0,0,4,0,0,0,0
E2,,0,3,0,0,0,26,0,0,0,0
E3,,0,5,0,0,0,21,0,0,0,0
E4,,0,6,0,0,0,21,0,0,0,0
E5,,0,6,0,0,0,22,0,0,0,0
E6,,0,2,0,0,0,23,0,0,0,0
E7,,0,2,0,0,0,21,0,0,0,0
E8,,0,2,0,0,0,12,0,0,0,0
E9,,0,1,0,0,0,15,0,0,0,0
E10,,0,1,0,0,0,13,0,0,0,0
E11,,0,2,0,0,0,12,0,0,0,0
E12,,0,1,0,0,0,12,0,0,0,0
E13,,0,1,0,0,0,16,0,0,0,0
E14,,0,4,0,0,0,30,0,0,0,0
E15,,0,3,0,0,0,20,0,0,0,0
E16,,0,0,0,0,0,19,0,0,0,0
E17,,0,10,0,0,0,39,0,0,0,0
E18,,0,0,0,0,0,7,0,0,0,0
E20,,0,0,0,0,0,2,0,0,0,0
EC1M,,0,0,0,0,0,2,0,0,0,0
EC1N,,0,0,0,0,0,1,0,0,0,0
EC1R,,0,1,0,0,0,3,0,0,0,0
EC1V,,0,2,0,0,0,4,0,0,0,0
EC1Y,,0,0,0,0,0,1,0,0,0,0
EC2A,,0,0,0,0,0,2,0,0,0,0
EC2Y,,0,0,0,0,0,1,0,0,0,0
EC3A,,0,0,0,0,0,1,0,0,0,0
EC3N,,0,0,0,0,0,1,0,0,0,0
EC4M,,0,0,0,0,0,1,0,0,0,0
EC4V,,0,0,0,0,0,1,0,0,0,0
EN1,,0,1,0,0,0,17,0,0,0,0
EN2,,0,1,0,0,0,9,0,0,0,0
EN3,,0,0,0,0,0,25,0,0,0,0
EN4,,0,1,0,0,0,14,0,0,0,0
EN5,,0,1,0,0,0,12,0,0,0,0
EN6,,55,0,40,72,48,10,27,20,34,118
EN7,,47,0,0,52,0,4,0,25,0,23
EN8,,130,1,0,140,0,13,0,38,36,235
EN9,,65,2,0,12,0,6,0,17,0,9
EN10,,44,0,0,29,0,10,0,10,0,25
EN11,,155,0,0,145,0,15,0,20,97,54
EX1,,179,0,0,178,0,16,0,19,0,71
EX2,,220,2,14,268,3,14,0,43,0,53
EX3,,185,1,0,143,0,8,0,25,0,41
EX4,,274,0,0,162,0,6,0,33,0,19
EX5,,297,1,0,291,0,12,0,42,48,210
EX6,,127,0,27,111,29,10,0,50,0,10
EX7,,21,0,0,62,0,21,0,24,0,103
EX8,,298,3,0,376,10,21,0,29,0,29
EX9,,51,0,9,41,11,7,0,0,0,0
EX10,,263,4,0,146,0,11,0,18,0,27
EX11,YES,180,0,0,146,0,12,0,17,0,0
EX12,,146,0,0,79,0,15,0,7,0,25
EX13,,66,0,0,84,0,11,0,27,0,51
EX14,,135,1,0,186,0,12,0,8,0,51
EX15,,181,0,0,233,0,10,0,20,45,73
EX16,YES,417,1,0,283,0,18,0,11,0,0
EX17,,167,1,0,202,0,15,0,80,0,169
EX18,,41,0,0,32,0,17,0,12,0,22
EX19,,265,0,0,21,0,9,0,33,0,48
EX20,,36,4,0,12,0,7,0,29,90,24
EX21,,7,1,0,45,0,8,0,13,0,11
EX22,,30,0,0,0,0,8,0,75,10,39
EX23,,102,0,0,0,0,11,0,27,25,96
EX24,,167,2,0,11,0,10,0,30,0,40
EX31,,116,0,0,90,0,6,0,50,0,44
EX32,,110,1,0,118,0,7,0,43,0,30
EX33,,131,0,0,137,0,9,0,0,0,0
EX34,,10,0,0,59,0,4,0,0,0,0
EX35,YES,0,0,0,0,0,1,0,100,0,0
EX36,,70,1,0,57,0,6,0,83,0,59
EX37,,90,2,0,13,0,15,0,13,0,57
EX38,,271,0,5,59,0,18,0,22,112,108
EX39,,276,1,0,299,14,11,0,55,0,170
FY1,,58,1,0,57,0,4,0,25,0,55
FY2,,83,2,88,87,63,14,24,29,10,88
FY3,,274,1,1,245,14,17,0,6,29,0
FY4,,166,1,0,174,0,14,0,29,0,78
FY5,,260,3,6,277,18,40,0,30,0,172
FY6,YES,148,3,0,255,0,27,0,26,0,0
FY7,,96,1,0,118,0,9,16,22,0,33
FY8,,328,0,0,339,0,21,0,43,0,203
G64,,0,1,0,0,0,0,0,0,0,0
GL1,,222,0,43,179,30,21,0,33,0,79
GL2,,257,1,24,368,0,6,0,50,0,72
GL3,,160,2,0,247,0,10,0,30,0,42
GL4,,265,1,22,288,0,21,4,33,66,110
GL5,,225,2,37,180,45,17,0,29,0,67
GL6,,179,1,0,196,0,9,12,22,39,52
GL7,,312,1,12,268,64,10,0,30,0,120
GL8,YES,129,6,0,92,0,18,0,11,0,0
GL9,,59,0,0,0,0,11,0,27,0,72
GL10,,137,0,0,155,0,14,6,21,0,0
GL11,,346,0,94,111,69,16,20,25,0,39
GL12,,88,0,13,137,0,15,0,13,0,23
GL13,,29,0,0,25,0,15,0,13,0,20
GL14,YES,169,1,0,40,0,5,0,40,0,0
GL15,,171,0,0,144,0,8,0,50,0,155
GL16,,188,0,0,98,0,15,0,40,0,117
GL17,YES,58,0,0,70,0,9,0,11,0,0
GL18,,51,0,0,0,34,5,0,60,18,31
GL19,,107,0,0,110,0,3,0,0,0,0
GL20,,136,0,0,138,0,5,0,60,0,44
GL50,,101,0,16,74,16,5,0,60,0,34
GL51,,110,0,0,191,100,12,0,33,0,56
GL52,,158,0,0,234,0,12,5,42,0,11
GL53,,226,1,0,187,30,10,0,90,7,105
GL54,,415,0,0,108,24,10,0,20,0,108
GL55,,58,2,0,57,0,8,0,0,0,0
GL56,,65,1,0,47,0,17,0,0,0,0
GU1,,251,2,0,177,0,7,0,29,0,78
GU2,,119,0,0,183,0,18,0,6,46,0
GU3,,0,0,0,0,0,4,0,0,0,0
GU4,,90,1,0,108,0,6,0,17,0,20
GU5,,91,0,0,123,0,14,0,43,0,61
GU6,,35,1,0,108,0,11,0,36,0,125
GU7,,120,3,24,276,0,30,0,7,0,7
GU8,,398,3,10,310,0,11,0,45,0,162
GU9,,175,1,17,237,0,12,0,58,0,132
GU10,,182,1,0,85,0,16,0,50,0,166
GU11,,102,3,0,211,0,16,0,6,0,44
GU12,,154,0,0,93,0,20,0,30,0,129
GU14,YES,168,0,8,271,10,15,0,20,0,0
GU15,YES,210,0,0,51,0,4,0,25,0,0
GU16,,572,2,0,243,0,13,0,31,12,282
GU17,,86,1,0,73,0,18,0,17,0,58
GU18,YES,35,1,0,43,0,4,0,75,0,0
GU19,,144,1,18,109,21,10,0,40,0,34
GU20,,0,0,0,0,0,2,0,0,0,0
GU21,YES,259,0,0,332,0,9,0,22,0,0
GU22,,556,2,72,500,81,22,46,36,46,327
GU23,,57,0,0,44,0,8,0,13,0,24
GU24,,52,2,0,89,0,17,0,0,0,0
GU25,,66,0,0,0,0,7,0,14,0,27
GU26,,91,1,0,107,0,11,0,9,0,29
GU27,,245,0,12,230,0,7,0,43,3,156
GU28,,0,0,0,0,0,5,0,20,0,9
GU29,,357,0,66,26,60,19,65,32,0,140
GU30,,90,0,0,86,0,9,0,0,0,0
GU31,,125,0,0,45,0,2,0,50,0,22
GU32,YES,49,2,0,102,0,17,0,6,0,0
GU33,,63,0,0,95,0,14,0,0,0,0
GU34,YES,381,1,0,308,0,12,0,17,0,0
GU35,,22,0,0,68,0,9,0,11,0,11
GU46,YES,161,1,0,143,0,13,0,8,0,0
GU47,,161,2,0,116,0,17,0,71,0,73
GU51,,151,2,121,88,78,11,0,36,26,120
GU52,,364,0,0,328,0,17,0,18,210,0
HA0,,0,0,0,0,0,10,0,0,0,0
HA1,,0,1,0,0,0,14,0,0,0,0
HA2,,0,0,0,0,0,16,0,0,0,0
HA3,,0,2,0,0,0,26,0,0,0,0
HA4,,0,4,0,0,0,18,0,0,0,0
HA5,,0,1,0,0,0,16,0,0,0,0
HA6,,27,0,0,28,0,2,0,0,0,0
HA7,,0,0,0,0,0,8,0,0,0,0
HA8,,0,0,0,0,0,24,0,0,0,0
HA9,,0,0,0,0,0,17,0,0,0,0
HD1,YES,161,0,0,0,0,4,0,50,0,0
HD2,,182,0,0,0,0,9,0,33,0,127
HD3,,107,0,0,0,45,15,0,13,0,30
HD4,,194,1,0,0,0,21,0,5,0,33
HD5,,426,0,0,0,95,15,61,67,94,377
HD6,,266,1,0,204,0,19,0,32,0,229
HD7,,197,1,0,0,0,19,0,37,89,36
HD8,,352,1,0,0,0,34,0,44,274,285
HD9,,126,1,0,0,0,13,0,8,0,19
HG1,,170,1,0,213,0,13,0,31,0,31
HG2,,172,3,0,134,0,9,0,67,0,74
HG3,,32,0,33,45,6,6,9,17,0,7
HG4,,73,0,0,65,0,4,0,25,0,20
HG5,,140,1,0,43,0,12,0,33,0,235
HP1,,236,1,0,218,40,13,0,54,0,44
HP2,,74,2,0,73,0,7,0,29,0,72
HP3,YES,140,0,0,143,0,6,0,17,0,0
HP4,,93,1,0,67,0,6,0,67,0,42
HP5,,207,1,0,118,0,16,0,19,0,40
HP6,,102,1,0,101,0,14,0,29,0,44
HP7,YES,29,0,0,0,0,8,0,13,0,0
HP8,,22,0,0,24,0,4,0,25,6,46
HP9,,191,0,0,179,0,13,0,46,0,124
HP10,,113,1,0,105,0,14,0,29,0,10
HP11,,75,0,0,31,0,8,0,38,0,12
HP12,,30,0,0,48,0,5,0,40,0,35
HP13,,28,0,8,43,0,9,0,22,0,52
HP14,,138,1,0,165,0,12,0,17,0,40
HP15,,362,2,0,229,30,9,12,56,0,96
HP16,YES,0,1,0,72,0,6,0,33,0,0
HP17,,39,1,0,0,0,6,0,33,30,0
HP18,,92,1,0,47,0,18,0,11,0,47
HP19,,28,3,0,0,0,8,0,0,0,0
HP20,,68,0,0,39,0,13,0,8,0,30
HP21,,96,0,0,92,0,10,0,40,0,65
HP22,,157,1,0,230,0,11,0,55,52,128
HP23,,150,1,0,97,0,19,0,26,0,37
HP27,,118,1,0,28,0,17,0,35,0,63
HR1,,382,2,42,213,38,9,0,56,0,84
HR2,YES,172,1,0,210,0,8,0,50,0,0
HR3,,454,7,0,24,0,21,0,67,140,335
HR4,,278,1,0,364,0,14,0,21,0,80
HR5,,0,0,0,0,0,2,0,0,0,0
HR6,,91,5,87,179,68,17,84,41,0,162
HR7,,18,0,0,31,0,4,0,0,0,0
HR8,,68,0,19,91,27,8,11,38,0,4
HR9,,130,2,0,137,0,12,0,17,0,24
HU1,,0,0,0,0,0,2,0,0,0,0
HU2,,0,0,0,0,0,4,0,25,0,26
HU3,,163,0,0,99,0,13,0,8,0,17
HU4,,149,0,0,126,0,9,0,11,18,0
HU5,,295,1,0,240,0,14,0,0,0,0
HU6,,160,4,0,111,0,23,0,17,0,100
HU7,,144,3,27,177,0,12,0,25,0,71
HU8,,135,0,0,262,0,11,0,27,0,47
HU9,,72,1,0,59,0,10,0,30,0,42
HU10,,93,1,0,156,0,11,0,64,0,42
HU11,,20,0,0,22,0,2,0,0,0,0
HU12,,89,3,24,125,0,8,0,25,34,30
HU13,,24,1,0,11,0,10,0,0,0,0
HU14,,175,3,0,61,0,10,0,40,48,108
HU15,,185,0,8,159,0,14,0,14,0,139
HU16,,84,0,0,57,0,4,0,50,0,15
HU17,YES,655,1,42,283,0,16,0,6,0,0
HU18,,0,0,0,20,0,13,0,8,0,60
HU19,,72,0,0,42,22,4,0,50,0,20
HU20,,11,0,0,0,0,1,0,0,0,0
HX1,,295,3,3,186,0,10,0,10,0,18
HX2,,111,0,0,258,0,16,0,13,0,82
HX3,,452,4,47,365,9,42,0,17,0,268
HX4,,45,0,0,40,0,4,0,0,0,0
HX5,,261,1,31,41,48,15,36,27,0,39
HX6,,105,1,0,134,0,21,0,33,0,138
HX7,,233,2,0,240,0,18,0,50,0,55
IG1,,0,0,0,0,0,17,0,0,0,0
IG2,,0,1,0,0,0,7,0,0,0,0
IG3,,0,1,0,0,0,11,0,0,0,0
IG4,,0,0,0,0,0,4,0,0,0,0
IG5,,0,1,0,0,0,5,0,0,0,0
IG6,,0,0,0,0,0,12,0,0,0,0
IG7,,60,1,0,0,6,14,24,50,35,180
IG8,,0,0,0,0,0,17,0,0,0,0
IG9,,12,1,0,0,0,5,6,60,0,95
IG10,,59,0,0,0,0,10,0,30,0,98
IG11,,0,3,0,0,0,20,0,0,0,0
IP1,,59,0,0,10,0,4,0,25,0,10
IP2,,24,1,0,46,0,7,0,0,0,0
IP3,,24,0,0,0,0,11,0,0,0,0
IP4,,69,0,0,129,0,9,0,44,0,24
IP5,,182,1,0,223,0,13,0,46,0,120
IP6,,12,0,0,21,0,8,0,0,0,0
IP7,,26,1,0,58,0,24,0,0,0,0
IP8,,65,1,0,0,0,2,0,50,20,46
IP9,,131,0,0,78,0,13,0,31,0,65
IP10,YES,0,0,0,22,0,4,0,50,0,0
IP11,,115,1,0,126,0,7,0,0,0,0
IP12,,99,1,6,130,0,12,0,33,0,39
IP13,,63,3,0,45,12,12,0,25,0,66
IP14,,41,1,0,34,0,6,0,33,0,33
IP15,,0,0,0,0,0,1,0,0,0,0
IP16,,60,0,0,17,0,5,0,0,0,0
IP17,,22,0,0,19,0,2,0,0,0,0
IP18,,0,0,0,0,0,3,0,0,0,0
IP19,,31,0,0,0,0,5,0,20,0,12
IP20,,5,0,0,0,0,4,0,50,0,30
IP21,,50,1,0,0,0,3,0,0,0,0
IP22,,32,0,0,45,0,6,0,100,0,23
IP23,,34,0,1,7,6,17,0,12,0,15
IP24,,22,2,0,0,0,15,0,0,0,0
IP25,YES,0,0,0,0,0,8,0,13,0,0
IP26,,0,0,0,0,0,6,0,0,0,0
IP27,,53,2,0,0,36,13,0,15,0,50
IP28,,12,0,0,8,0,1,0,100,0,6
IP29,,117,2,0,49,0,16,0,0,0,0
IP30,,26,1,0,35,0,3,0,0,0,0
IP31,,88,3,0,24,18,21,0,10,0,60
IP32,,56,0,0,52,0,9,0,11,0,24
IP33,,73,2,0,98,0,10,0,30,0,59
KT1,,0,2,0,0,0,6,0,0,0,0
KT2,,0,1,0,0,0,19,0,0,0,0
KT3,,0,4,0,0,0,14,0,0,0,0
KT4,,15,0,0,0,0,8,0,13,0,21
KT5,,0,3,0,0,0,4,0,0,0,0
KT6,,0,1,0,0,0,14,0,0,0,0
KT7,,170,0,0,181,0,14,0,43,0,94
KT8,,294,0,0,176,0,16,0,31,0,70
KT9,,0,1,0,0,0,7,0,0,0,0
KT10,,435,7,96,466,105,21,111,33,10,179
KT11,YES,0,1,0,0,0,10,0,10,0,0
KT12,YES,195,2,0,242,0,20,0,10,0,0
KT13,YES,148,3,0,182,0,8,0,25,0,0
KT14,,145,0,0,137,0,9,0,44,0,101
KT15,,168,3,55,188,53,9,28,56,0,146
KT16,YES,60,1,0,0,30,10,0,20,0,0
KT17,YES,181,0,0,177,0,11,0,9,0,0
KT18,,277,0,0,181,0,21,0,10,0,77
KT19,,159,1,21,249,38,16,18,38,0,24
KT20,,514,3,0,273,0,28,0,14,0,57
KT21,,307,3,0,351,0,10,0,20,0,101
KT22,,86,0,0,357,0,7,0,0,0,0
KT23,,123,0,0,20,0,14,0,21,57,0
KT24,,68,2,0,112,0,11,0,64,0,63
L1,,0,0,0,0,0,5,0,0,0,0
L3,,9,1,0,0,0,3,0,0,0,0
L4,,213,2,0,0,0,15,0,7,0,66
L5,,166,3,0,0,0,10,0,20,29,23
L6,YES,17,1,0,0,0,7,0,14,0,0
L7,,93,0,0,0,19,9,0,22,0,44
L8,,107,1,0,0,0,20,0,35,0,9
L9,,144,0,0,0,25,13,32,31,0,59
L10,,114,0,0,0,0,9,48,56,90,72
L11,,150,1,0,0,0,14,0,50,135,258
L12,,208,2,0,0,60,20,22,5,0,22
L13,,134,2,0,0,0,9,0,56,28,66
L14,,33,0,0,0,0,9,0,11,0,7
L15,,168,2,0,0,0,10,0,10,0,24
L16,YES,54,0,0,0,0,4,0,50,0,0
L17,,126,6,0,0,9,17,67,41,54,232
L18,,264,0,0,0,56,16,0,13,0,28
L19,,122,0,0,0,0,6,0,33,8,102
L20,,123,0,0,0,0,9,0,0,0,0
L21,,86,0,0,0,44,17,0,76,162,178
L22,,70,1,0,0,0,5,0,40,0,36
L23,,207,0,0,0,0,10,19,20,0,18
L24,,26,0,0,17,0,14,0,0,0,0
L25,,198,2,0,0,12,13,0,54,36,146
L26,,72,1,0,0,0,13,0,31,0,212
L27,,22,0,0,0,0,3,0,0,0,0
L28,,0,0,0,0,0,4,0,0,0,0
L30,,88,3,0,0,0,9,0,0,0,0
L31,,204,2,0,0,28,20,0,30,0,84
L32,,79,1,0,0,24,4,0,0,0,0
L33,,28,0,0,0,0,6,0,0,0,0
L34,,100,0,0,0,0,2,0,0,0,0
L35,,143,0,0,0,42,12,14,50,0,111
L36,YES,119,1,0,0,0,7,0,14,0,0
L37,,211,0,0,0,0,11,0,18,0,3
L39,,55,2,0,36,0,12,0,42,0,94
L40,,188,2,0,0,0,31,0,19,0,121
LA1,,582,7,0,514,0,18,0,44,0,302
LA2,,159,2,0,311,0,18,0,22,0,34
LA3,YES,294,2,0,385,0,11,0,18,0,0
LA4,,238,0,78,436,145,23,0,17,0,30
LA5,,320,3,4,294,0,15,0,73,3,133
LA6,,264,2,0,211,0,8,0,25,0,38
LA7,,68,1,0,60,0,7,0,71,0,13
LA8,,152,0,24,89,13,15,0,33,101,48
LA9,,417,3,29,373,56,18,0,39,0,65
LA10,,32,0,0,21,0,11,0,9,2,2
LA11,,316,2,0,99,0,13,0,31,0,34
LA12,YES,124,1,0,184,0,12,0,25,0,0
LA13,,239,1,17,198,11,25,0,40,0,91
LA14,,160,0,6,331,8,11,0,27,64,150
LA15,,102,0,0,93,0,5,0,40,0,27
LA16,,9,0,0,30,0,6,0,0,0,0
LA17,,14,0,0,0,0,1,0,100,0,12
LA18,,177,0,53,122,9,10,0,20,0,58
LA19,,6,0,0,22,0,4,0,0,0,0
LA20,,17,0,0,18,0,5,0,40,0,42
LA21,,18,0,0,19,0,9,0,33,0,64
LA22,,120,1,0,49,0,11,0,55,0,62
LA23,,91,0,63,74,0,14,0,7,0,13
LE1,,0,1,0,0,0,3,0,0,0,0
LE2,,316,0,9,393,30,10,0,30,0,60
LE3,,477,3,9,553,15,21,0,62,0,219
LE4,,576,0,0,623,0,14,0,43,0,180
LE5,,649,4,0,478,0,18,13,56,0,74
LE6,,122,2,0,139,0,6,0,50,0,75
LE7,,430,6,0,158,0,27,0,30,30,0
LE8,,152,1,0,146,0,18,0,28,0,82
LE9,,185,0,5,134,0,10,0,40,0,47
LE10,YES,158,0,0,108,0,11,0,27,0,0
LE11,,237,3,4,162,0,33,0,45,303,420
LE12,,424,4,11,248,0,28,36,32,0,65
LE13,,108,0,0,83,0,5,0,40,0,28
LE14,,0,0,0,11,0,1,0,0,0,0
LE15,,55,0,0,253,0,11,0,45,0,190
LE16,,85,0,0,153,0,7,0,29,0,56
LE17,,0,0,0,0,10,13,0,15,0,36
LE18,YES,439,3,0,104,0,11,0,18,0,0
LE19,YES,79,2,0,126,0,13,0,8,0,0
LE65,,274,2,13,67,12,15,10,27,0,75
LE67,YES,283,1,0,273,0,11,0,9,0,0
LN1,,274,2,0,175,0,23,0,0,0,0
LN2,,251,2,0,292,12,10,0,40,0,29
LN3,,187,1,0,47,0,10,0,30,0,97
LN4,,62,0,0,141,0,16,0,0,0,0
LN5,,173,1,100,272,48,21,39,43,1,102
LN6,,417,6,0,526,0,20,0,20,0,135
LN7,,49,3,148,55,65,10,27,40,0,23
LN8,,85,1,0,11,24,15,0,27,0,84
LN9,,61,1,0,12,0,12,0,42,0,126
LN10,,68,3,0,64,0,10,0,10,0,60
LN11,,180,4,36,189,36,12,0,17,0,86
LN12,,18,1,15,20,24,16,0,6,0,12
LN13,,164,0,0,56,0,8,0,0,0,0
LS2,YES,89,1,0,60,0,7,0,29,0,0
LS3,YES,47,0,0,30,0,3,0,33,0,0
LS4,,132,0,0,82,0,18,0,17,0,96
LS5,,65,0,8,60,10,1,0,100,9,60
LS6,,168,1,0,122,26,6,0,33,27,81
LS7,,273,3,0,190,99,24,12,21,0,96
LS8,,267,3,40,421,15,21,24,29,30,170
LS9,,169,1,0,319,0,11,0,18,0,12
LS10,,327,1,30,259,5,22,0,32,0,107
LS11,,105,1,0,244,0,13,0,31,0,108
LS12,,93,0,0,144,9,11,0,0,0,0
LS13,,94,1,0,105,0,15,0,7,0,22
LS14,,247,3,0,222,0,9,0,67,0,139
LS15,,288,1,0,306,0,6,0,83,0,31
LS16,,274,2,5,359,0,15,0,20,0,206
LS17,,429,2,212,432,190,27,0,56,0,121
LS18,,274,1,321,237,216,21,0,10,0,61
LS19,,440,3,53,228,116,19,103,47,0,108
LS20,,100,2,0,174,0,10,0,20,0,40
LS21,,179,4,37,157,83,10,56,50,0,142
LS22,,316,0,0,151,12,27,0,22,0,22
LS23,,57,0,0,96,0,5,0,40,0,66
LS24,YES,13,3,0,0,0,8,0,13,0,0
LS25,,334,2,0,240,0,22,0,14,0,74
LS26,,186,0,104,224,66,8,0,38,0,131
LS27,,424,3,106,381,35,26,31,54,0,286
LS28,,410,2,0,382,0,26,0,46,0,135
LS29,,116,3,0,76,0,20,0,20,0,107
LU1,,227,2,0,228,0,26,0,12,0,125
LU2,,402,0,0,269,0,12,0,33,75,349
LU3,,110,2,0,65,0,4,0,100,0,60
LU4,,138,4,0,58,0,14,0,36,0,67
LU5,,258,1,0,400,0,15,0,40,0,92
LU6,,395,2,10,387,0,18,0,28,138,177
LU7,,16,1,0,26,0,4,0,25,0,15
M2,,0,0,0,0,0,1,0,0,0,0
M3,,12,0,0,0,0,4,0,0,0,0
M4,YES,17,0,0,0,0,4,0,25,0,0
M5,,24,0,0,12,0,3,0,0,0,0
M6,YES,12,2,0,10,0,11,0,9,0,0
M7,YES,53,0,0,100,0,8,0,13,0,0
M8,,155,3,0,156,0,11,0,27,0,124
M9,,264,1,0,280,0,15,0,20,0,123
M11,,202,4,0,217,11,19,0,26,24,216
M12,,31,1,0,192,0,20,0,5,24,127
M13,,116,2,0,122,15,13,12,8,0,38
M14,,283,2,0,260,0,11,0,27,0,264
M15,,67,0,0,12,0,6,24,50,0,132
M16,,118,0,0,102,23,6,0,17,0,26
M18,,131,1,97,184,44,15,238,13,0,22
M19,,92,4,0,146,0,17,0,24,0,37
M20,,336,5,0,333,19,23,0,35,0,66
M21,,268,0,0,202,0,12,0,25,0,18
M22,,96,0,0,123,0,6,19,33,0,45
M23,,373,0,0,205,0,18,0,39,0,122
M24,,81,0,0,115,0,11,24,64,0,201
M25,,400,2,0,198,0,23,0,48,0,176
M26,,391,0,70,240,0,10,12,50,0,214
M27,,230,2,0,215,0,12,0,33,0,76
M28,,226,4,0,236,0,9,0,56,0,87
M29,,81,1,0,48,0,6,0,33,0,46
M30,,114,0,0,180,0,11,0,9,0,28
M31,,66,1,0,43,0,9,0,44,0,11
M32,,116,1,0,142,0,13,0,8,16,29
M33,,598,4,0,562,0,32,60,13,0,48
M34,,281,1,0,203,0,12,0,58,0,101
M35,,249,0,0,328,0,15,0,33,0,132
M38,,59,1,0,44,0,13,0,54,0,88
M40,,117,3,9,233,0,13,0,46,0,120
M41,,513,0,0,343,0,17,0,18,100,44
M43,,251,2,0,121,0,21,9,29,4,179
M44,,330,2,79,177,89,12,0,17,60,118
M45,,119,0,0,230,0,4,0,25,0,55
M46,,109,0,0,179,0,13,0,31,2,112
M50,,0,1,0,0,0,2,0,0,0,0
ME1,,127,1,0,69,0,11,0,0,0,0
ME2,,82,0,10,128,0,11,13,18,0,30
ME3,,117,1,16,112,0,7,0,43,0,28
ME4,,53,1,0,70,0,18,0,6,0,31
ME5,,23,2,0,115,0,20,0,10,101,0
ME6,,205,1,0,33,58,11,56,82,29,58
ME7,,82,1,0,130,28,6,0,0,0,0
ME8,YES,71,2,0,145,0,2,0,100,0,0
ME9,,77,0,0,85,0,10,0,0,0,0
ME10,YES,57,1,0,32,0,3,0,67,0,0
ME11,,0,0,0,0,0,1,0,0,0,0
ME12,,141,0,0,84,0,10,0,60,0,22
ME13,,41,1,0,38,14,7,0,0,0,0
ME14,,174,1,0,0,45,14,0,14,0,32
ME15,,145,1,0,0,0,12,0,0,0,0
ME16,,26,0,0,16,0,6,0,0,0,0
ME17,,41,1,0,11,0,3,0,0,0,0
ME18,,68,1,0,8,0,11,0,36,0,144
ME19,,145,2,0,209,0,25,0,20,0,48
ME20,,166,1,0,141,0,24,0,25,0,150
MK2,YES,95,0,0,22,0,5,0,20,0,0
MK3,YES,111,2,0,136,0,13,0,23,0,0
MK4,,75,0,0,86,0,13,0,23,0,53
MK5,YES,114,1,6,138,0,20,0,15,0,0
MK6,,65,0,21,62,20,13,0,23,0,38
MK7,,44,0,32,40,0,9,11,22,0,49
MK8,,50,0,0,41,0,2,0,100,0,32
MK9,,0,0,0,0,0,1,0,0,0,0
MK10,,209,0,48,229,94,8,0,25,0,87
MK11,,0,0,0,36,0,7,0,0,0,0
MK12,,270,2,0,225,0,17,0,24,3,15
MK13,,241,1,0,63,0,25,0,8,0,68
MK14,,36,0,0,79,0,8,0,63,0,44
MK15,,0,2,0,0,0,1,0,0,0,0
MK16,,121,0,23,120,0,18,0,0,0,0
MK17,,96,0,0,175,0,5,0,20,0,45
MK18,,324,0,0,394,0,11,0,27,0,151
MK19,YES,171,0,0,102,0,13,0,8,0,0
MK40,,133,0,0,139,3,8,0,13,2,30
MK41,,324,1,0,367,0,16,0,50,0,237
MK42,,304,1,0,197,0,19,0,26,8,147
MK43,,214,2,21,228,6,17,0,29,0,33
MK44,,98,2,0,134,0,11,0,27,35,328
MK45,,332,1,0,0,0,16,0,38,0,124
MK46,,22,0,0,35,0,3,0,0,0,0
N1,,0,4,0,0,0,38,0,0,0,0
N1C,,0,0,0,0,0,3,0,0,0,0
N2,,0,0,0,0,0,8,0,0,0,0
N3,,0,1,0,0,0,11,0,0,0,0
N4,,0,6,0,0,0,13,0,0,0,0
N5,,0,0,0,0,0,9,0,0,0,0
N6,,0,2,0,0,0,8,0,0,0,0
N7,,0,0,0,0,0,14,0,0,0,0
N8,,0,3,0,0,0,16,0,0,0,0
