Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
BS22,,152,0,24,89,13,15,0,33,101,48
BS23,,183,1,0,77,0,15,0,20,0,33
BS24,,94,0,0,107,0,9,0,0,0,0
BS25,,146,0,0,79,0,15,0,7,0,25
BS26,,0,0,0,0,0,2,0,0,0,0
BS27,,0,1,0,0,0,4,0,0,0,0
BS28,,0,0,0,0,0,2,0,50,0,3
BS29,,19,0,0,0,0,1,0,0,0,0
BS30,,442,5,13,364,7,16,0,44,74,275
BS31,,29,0,0,0,0,11,0,9,0,24
BS32,,49,0,0,148,0,6,0,50,1,51
BS34,,364,0,0,328,0,17,0,18,210,0
BS35,,178,1,11,326,59,23,0,22,0,77
BS36,,336,0,0,305,21,19,24,21,24,204
BS37,,267,3,0,170,0,15,0,47,0,80
BS39,,34,0,0,133,0,10,0,10,0,23
BS40,,85,1,0,87,0,11,0,0,0,0
BS41,,90,1,0,108,0,6,0,17,0,20
BS48,,84,1,9,87,19,14,18,29,0,120
BS49,,25,0,0,0,0,4,0,0,0,0
CA1,,172,3,0,134,0,9,0,67,0,74
CA2,,490,0,0,454,0,8,0,38,0,292
CA3,,181,3,0,162,0,12,0,8,2,2
CA4,,249,1,85,206,15,13,0,31,30,81
CA5,,52,2,0,89,0,17,0,0,0,0
CA6,,66,0,0,90,0,8,0,63,0,36
CA7,,191,0,0,179,0,13,0,46,0,124
CA8,,118,0,0,120,0,19,0,0,0,0
CA9,,27,0,0,0,0,3,0,0,0,0
CA10,,111,2,0,170,0,20,8,20,42,333
CA11,,66,4,11,301,0,6,0,50,0,186
CA12,,121,0,0,50,0,9,0,22,0,28
CA13,,507,6,48,249,61,17,0,41,0,64
CA14,,199,0,33,315,32,19,0,42,0,113
CA15,,165,0,0,142,0,10,0,50,2,96
CA16,,94,2,0,110,0,14,0,21,0,80
CA17,,38,1,0,53,0,15,0,7,0,23
CA19,,0,0,0,6,0,1,0,100,0,9
CA20,,81,1,0,48,0,6,0,33,0,46
CA21,,12,0,0,8,0,1,0,100,0,6
CA22,YES,88,0,0,74,0,4,0,25,0,0
CA23,,0,0,0,11,0,1,0,0,0,0
CA24,,6,0,0,0,0,1,0,0,0,0
CA25,,37,1,0,39,0,35,0,6,0,24
CA26,,0,0,0,26,0,5,0,20,0,9
CA27,YES,21,0,0,16,0,2,0,50,0,0
CA28,,318,0,24,219,12,25,0,20,5,244
CB1,,528,1,0,620,0,24,0,4,0,22
CB2,,162,0,33,329,44,12,0,25,0,48
CB3,,56,1,0,88,0,12,0,25,0,138
CB4,,159,1,21,249,38,16,18,38,0,24
CB5,,31,1,0,31,0,4,0,50,0,18
CB6,,453,3,0,423,37,17,0,29,0,134
CB7,,265,1,22,288,0,21,4,33,66,110
CB8,,134,3,0,98,0,11,0,27,0,54
CB9,,9,0,0,24,0,15,0,13,0,12
CB10,,106,1,0,25,0,6,0,100,0,32
CB11,,129,0,0,33,0,3,0,0,0,0
CB21,YES,381,1,0,308,0,12,0,17,0,0
CB22,,129,1,0,290,38,19,0,5,0,40
CB23,,580,2,0,638,30,37,0,38,30,196
CB24,,588,0,0,513,0,42,0,5,0,79
CB25,,238,4,0,154,0,18,35,44,0,154
CH1,,14,0,20,62,0,11,0,9,0,71
CH2,,222,0,43,179,30,21,0,33,0,79
CH3,,440,3,53,228,116,19,103,47,0,108
CH4,,73,0,0,65,0,4,0,25,0,20
CH7,,0,3,0,0,0,0,0,0,0,0
CH41,,30,0,0,0,0,13,0,15,0,10
CH42,,15,0,0,0,0,8,0,13,0,12
CH43,,236,0,0,0,9,17,0,12,0,75
CH44,,47,0,0,0,31,9,0,22,0,34
CH45,,244,0,0,0,19,10,0,0,0,0
CH46,,56,2,0,0,24,11,0,9,0,5
CH47,,27,0,0,0,0,2,0,0,0,0
CH48,,88,3,0,0,0,9,0,0,0,0
CH49,,73,2,0,0,44,17,44,6,0,0
CH60,,79,1,0,0,24,4,0,0,0,0
CH61,,97,0,0,0,0,7,0,29,0,26
CH62,,221,2,0,0,0,9,0,56,0,183
CH63,,213,2,0,0,0,15,0,7,0,66
CH64,,72,1,0,59,0,10,0,30,0,42
CH65,,265,2,0,118,0,16,36,25,60,81
CH66,,132,0,0,82,0,18,0,17,0,96
CM0,,70,2,0,58,0,12,0,50,0,61
CM1,,168,2,0,248,0,19,0,16,0,28
CM2,,308,1,0,292,0,20,0,20,0,47
CM3,,256,2,0,350,0,24,0,25,7,97
CM4,,89,2,0,75,0,5,0,40,0,88
CM5,YES,39,1,0,11,0,6,0,50,0,0
CM6,,198,0,0,133,0,27,0,19,0,40
CM7,,185,1,0,141,0,12,0,67,0,151
CM8,,68,0,19,91,27,8,11,38,0,4
CM9,,263,5,0,214,231,16,0,44,23,74
CM11,,55,0,40,72,48,10,27,20,34,118
CM12,,361,1,0,213,0,27,12,22,48,279
CM13,,130,1,0,140,0,13,0,38,36,235
CM14,,12,1,0,12,0,5,0,20,0,31
CM15,,282,1,0,228,12,19,0,21,0,81
CM16,,111,1,0,14,6,9,18,67,0,105
CM17,,92,1,0,47,0,18,0,11,0,47
CM18,,63,0,0,95,0,14,0,0,0,0
CM19,,54,4,0,60,0,14,0,21,10,95
CM20,,43,0,0,47,0,4,0,25,0,27
CM21,YES,95,0,0,22,0,5,0,20,0,0
CM22,,143,4,12,131,11,28,0,21,235,136
CM23,,111,0,0,258,0,16,0,13,0,82
CM24,YES,54,0,0,0,0,4,0,50,0,0
CM77,,63,0,0,75,0,7,0,14,0,6
CO1,,104,1,0,65,0,13,0,23,0,86
CO2,,111,2,0,96,19,8,0,25,0,52
CO3,,344,0,27,259,21,15,53,27,5,119
CO4,,274,2,0,375,0,15,0,27,6,209
CO5,,251,2,0,177,0,7,0,29,0,78
CO6,,306,1,0,170,0,20,41,20,0,33
CO7,YES,190,2,7,167,10,19,0,21,0,0
CO8,YES,27,0,0,0,0,1,0,100,0,0
CO9,,82,1,0,130,28,6,0,0,0,0
CO10,,264,2,0,211,0,8,0,25,0,38
CO11,,12,0,0,77,0,6,0,0,0,0
CO12,YES,48,0,0,43,0,2,0,50,0,0
CO13,,50,2,21,53,6,3,17,100,0,6
CO14,,47,1,0,41,0,6,0,0,0,0
CO15,,12,3,59,12,15,12,0,25,0,96
CO16,,117,0,0,75,0,6,0,17,0,16
CR0,,0,4,0,0,0,58,0,0,0,0
CR2,,0,0,0,0,0,20,0,0,0,0
CR3,,181,0,0,127,74,10,20,70,130,300
CR4,,0,3,0,0,0,24,0,0,0,0
CR5,,0,0,0,0,0,9,0,0,0,0
CR6,,22,0,0,0,0,4,0,0,0,0
CR7,,0,0,0,0,0,18,0,0,0,0
CR8,,0,0,0,0,0,15,0,0,0,0
CT1,,53,2,0,0,36,13,0,15,0,50
CT2,,131,2,0,0,0,13,0,8,0,24
CT3,YES,109,0,0,44,0,6,0,33,0,0
CT4,,158,1,0,47,0,6,0,33,0,52
CT5,,220,3,0,0,27,8,0,25,0,104
CT6,,182,0,0,0,0,9,0,33,0,127
CT7,,41,1,0,40,6,7,0,0,0,0
CT8,,50,0,0,61,0,7,0,57,0,30
CT9,YES,59,0,0,46,0,12,0,17,0,0
CT10,,95,0,0,87,0,10,0,20,0,65
CT11,,81,0,0,115,0,11,24,64,0,201
CT12,,34,0,0,49,0,2,0,50,0,20
CT13,,47,0,0,35,0,4,0,25,0,11
CT14,,29,1,0,9,0,15,0,13,0,72
CT15,,59,0,0,0,0,11,0,27,0,72
CT16,,39,2,0,0,0,12,0,25,0,216
CT17,,43,0,0,0,0,10,0,0,0,0
CT18,,346,0,94,111,69,16,20,25,0,39
CT19,,69,3,0,0,0,16,20,6,0,0
CT20,,66,0,0,0,0,7,0,14,0,27
CT21,YES,79,2,0,126,0,13,0,8,0,0
CV1,,128,0,0,79,55,8,0,25,0,41
CV2,,93,1,0,156,0,11,0,64,0,42
CV3,,147,1,0,228,0,9,0,44,0,110
CV4,,57,0,0,50,0,2,0,0,0,0
CV5,,333,0,0,287,0,13,0,23,0,161
CV6,,325,2,0,307,6,38,2,26,60,142
CV7,,358,5,0,447,0,20,16,25,12,103
CV8,,96,2,0,0,0,13,0,23,0,60
CV9,,0,2,0,17,0,15,0,27,0,45
CV10,,433,2,0,10,0,23,0,17,0,113
CV11,YES,204,1,21,0,28,15,0,13,0,0
CV12,YES,16,1,0,0,0,12,0,8,0,0
CV13,,24,1,0,11,0,10,0,0,0,0
CV21,,146,1,0,24,0,13,0,31,0,138
CV22,,139,2,0,0,0,24,0,13,0,74
CV23,,48,0,0,36,0,11,0,27,0,99
CV31,,169,1,0,151,0,20,0,55,0,54
CV32,,75,0,0,54,18,7,0,71,0,14
CV33,YES,161,0,0,0,0,4,0,50,0,0
CV34,,51,0,9,41,11,7,0,0,0,0
CV35,YES,124,3,0,124,0,12,0,8,0,0
CV36,,139,1,0,95,80,17,24,12,24,17
CV37,YES,175,0,0,123,0,11,0,9,0,0
CV47,,61,1,0,12,0,12,0,42,0,126
CW1,,694,5,3,412,0,18,0,39,0,348
CW2,,359,3,0,472,30,13,0,31,0,21
CW3,,107,0,0,102,0,9,0,22,0,29
CW4,,145,2,41,187,12,19,0,11,3,0
CW5,,434,7,0,418,0,29,0,28,28,100
CW6,,90,0,0,72,0,7,0,14,0,25
CW7,,131,3,0,155,0,6,0,67,0,75
CW8,,242,0,0,210,0,13,0,0,0,0
CW9,,304,1,0,197,0,19,0,26,8,147
CW10,,151,1,0,136,0,13,0,38,0,27
CW11,,316,0,9,393,30,10,0,30,0,60
CW12,,369,1,0,259,27,22,0,32,0,37
DA1,,88,3,0,24,18,21,0,10,0,60
DA2,,185,2,19,185,0,30,0,20,0,177
DA3,,115,1,0,126,0,7,0,0,0,0
DA4,,30,0,0,48,0,5,0,40,0,35
DA5,,0,2,0,0,0,5,0,0,0,0
DA6,,0,1,0,0,0,6,0,0,0,0
DA7,,0,1,0,0,0,9,0,0,0,0
DA8,,0,1,0,0,0,11,0,0,0,0
DA9,,0,0,0,0,0,2,0,0,0,0
DA10,,0,0,0,0,0,4,0,0,0,0
DA11,,51,0,0,55,0,14,0,7,0,30
DA12,,252,1,0,24,0,20,0,10,0,36
DA13,,36,4,0,12,0,7,0,29,90,24
DA14,,0,1,0,0,0,9,0,0,0,0
DA15,,0,0,0,0,0,13,0,0,0,0
DA16,,0,1,0,0,0,14,0,0,0,0
DA17,,0,0,0,0,0,8,0,0,0,0
DA18,,0,0,0,0,0,4,0,0,0,0
DE1,,0,2,0,0,0,7,0,0,0,0
DE3,YES,158,0,0,108,0,11,0,27,0,0
DE4,,125,2,0,0,0,28,0,25,27,40
DE5,,160,0,0,0,0,11,0,64,52,155
DE6,,132,1,0,29,0,23,0,22,19,16
DE7,,310,10,0,0,50,26,33,62,165,478
DE11,,248,5,0,0,0,22,0,32,54,48
DE12,,123,0,0,20,0,14,0,21,57,0
DE13,,238,0,78,436,145,23,0,17,0,30
DE14,,247,0,5,133,0,11,0,55,30,139
DE15,,100,1,0,30,0,13,0,15,16,153
DE21,,72,0,0,42,22,4,0,50,0,20
DE22,,501,2,13,382,12,16,0,31,0,76
DE23,,255,3,0,131,12,14,0,43,0,66
DE24,,250,1,0,218,9,17,0,29,0,64
DE45,,72,1,0,0,0,9,0,33,29,54
DE55,,352,1,0,0,0,34,0,44,274,285
DE56,,229,2,0,0,0,19,0,58,54,178
DE65,,184,1,0,0,0,14,0,50,151,47
DE72,,143,2,0,0,54,10,0,30,0,260
DE73,,20,1,0,0,20,10,0,10,0,135
DE74,,67,0,0,50,0,12,0,0,0,0
DE75,,36,0,0,0,0,10,0,40,0,76
DH1,,309,3,4,594,25,19,0,26,0,198
DH2,,235,0,63,227,57,10,0,50,100,29
DH3,,268,2,0,230,0,21,0,14,0,88
DH4,,53,0,0,119,0,14,0,0,0,0
DH5,,82,2,0,83,0,4,0,50,13,57
DH6,,101,1,0,143,0,13,0,8,0,56
DH7,,169,0,0,278,0,15,0,33,32,89
DH8,YES,53,1,0,0,0,20,0,10,0,0
DH9,,175,3,0,61,0,10,0,40,48,108
DL1,,404,2,0,245,0,11,0,45,0,102
DL2,,137,0,0,155,0,14,6,21,0,0
DL3,,248,2,27,297,0,18,0,39,0,149
DL4,,98,0,2,119,0,13,0,23,0,24
DL5,,120,1,0,21,0,16,0,0,0,0
DL6,,44,0,0,39,0,3,0,33,0,19
DL7,,114,1,0,122,0,11,0,55,29,136
DL8,,352,2,0,75,0,17,0,12,32,98
DL9,,36,1,0,76,0,17,0,12,0,19
DL10,,90,0,0,86,0,9,0,0,0,0
DL11,,0,0,0,0,0,4,0,0,0,0
DL12,YES,177,0,0,29,0,9,0,11,0,0
DL13,,64,0,0,95,0,15,0,27,0,17
DL14,,80,1,0,63,0,12,0,58,0,117
DL15,,250,0,0,99,83,7,8,57,12,116
DL16,,231,1,0,58,0,21,0,14,0,77
DL17,YES,202,0,0,129,0,12,0,58,0,0
DN1,,6,0,0,22,0,4,0,0,0,0
DN2,,37,0,0,27,0,9,0,0,0,0
DN3,,28,0,0,57,0,6,0,0,0,0
DN4,,0,1,0,0,0,21,0,0,0,0
DN5,,57,0,0,96,0,5,0,40,0,66
DN6,,27,0,0,0,0,14,0,0,0,0
DN7,YES,24,1,0,33,0,7,0,29,0,0
DN8,,0,0,0,0,0,6,0,0,0,0
DN9,,60,0,0,179,0,9,0,22,0,64
DN10,,79,1,6,163,0,27,0,11,0,48
DN11,,118,1,0,149,0,14,0,21,120,101
DN12,,26,0,0,17,0,14,0,0,0,0
DN14,,118,2,0,133,0,11,0,36,0,48
DN15,,287,1,0,238,0,17,0,35,118,54
DN16,,126,0,0,189,0,20,0,15,0,39
DN17,,383,2,159,333,143,16,54,25,0,0
DN18,YES,80,1,33,147,44,6,0,67,0,0
DN19,YES,122,0,0,0,0,3,0,33,0,0
DN20,,132,0,0,142,0,9,0,56,0,119
DN21,,159,2,0,311,0,18,0,22,0,34
DN22,,114,1,0,182,30,19,0,37,0,374
DN31,,30,0,0,0,0,3,0,0,0,0
DN32,,217,1,0,0,0,11,0,36,0,54
DN33,,207,2,0,0,0,8,0,25,0,73
DN34,,118,5,0,0,0,8,0,25,0,10
DN35,YES,308,5,0,0,0,13,0,15,0,0
DN36,,140,1,0,43,0,12,0,33,0,235
DN37,YES,144,0,0,0,0,10,0,20,0,0
DN38,,100,0,0,0,0,2,0,0,0,0
DN39,,65,0,21,62,20,13,0,23,0,38
DN40,,108,0,0,6,0,7,0,43,0,30
DN41,,96,0,0,0,0,4,0,50,0,44
DT1,,2,2,0,1,0,8,0,13,0,6
DT2,,0,0,3,18,0,15,4,7,0,7
DT3,,183,4,56,68,36,14,18,64,0,80
DT4,,0,1,0,24,0,12,0,8,0,7
DT5,,0,1,0,0,0,2,0,0,0,0
DT6,,164,1,54,80,36,10,0,20,0,140
DT7,,91,1,15,50,30,6,0,67,0,108
DT8,,36,0,0,15,0,5,0,20,0,17
DT9,,18,1,15,20,24,16,0,6,0,12
DT10,,44,0,8,41,0,8,0,38,0,39
DT11,,182,1,0,85,0,16,0,50,0,166
DY1,YES,116,3,0,108,0,6,0,17,0,0
DY2,,33,0,0,0,0,12,0,0,0,0
DY3,,202,4,0,217,11,19,0,26,24,216
DY4,,67,2,0,97,0,16,0,13,0,27
DY5,,395,2,10,387,0,18,0,28,138,177
DY6,,435,7,96,466,105,21,111,33,10,179
DY7,,0,2,0,0,0,4,0,0,0,0
DY8,,598,4,0,562,0,32,60,13,0,48
DY9,,144,2,0,156,0,12,0,25,0,26
DY10,,312,1,12,268,64,10,0,30,0,120
DY11,,156,4,0,138,0,9,0,67,0,61
DY12,,148,1,0,47,5,10,0,0,0,0
DY13,,116,1,0,142,0,13,0,8,16,29
DY14,,160,1,42,76,40,13,0,23,0,30
E1,,0,0,0,0,0,41,0,0,0,0
E1W,,0,1,0,0,0,4,0,0,0,0
E2,,0,3,0,0,0,26,0,0,0,0
E3,,0,5,0,0,0,21,0,0,0,0
E4,,0,6,0,0,0,21,0,0,0,0
E5,,0,6,0,0,0,22,0,0,0,0
E6,,0,2,0,0,0,23,0,0,0,0
E7,,0,2,0,0,0,21,0,0,0,0
E8,,0,2,0,0,0,12,0,0,0,0
E9,,0,1,0,0,0,15,0,0,0,0
E10,,0,1,0,0,0,13,0,0,0,0
E11,,0,2,0,0,0,12,0,0,0,0
E12,,0,1,0,0,0,12,0,0,0,0
E13,,0,1,0,0,0,16,0,0,0,0
E14,,0,4,0,0,0,30,0,0,0,0
E15,,0,3,0,0,0,20,0,0,0,0
E16,,0,0,0,0,0,19,0,0,0,0
E17,,0,10,0,0,0,39,0,0,0,0
E18,,0,0,0,0,0,7,0,0,0,0
E20,,0,0,0,0,0,2,0,0,0,0
EC1M,,0,0,0,0,0,2,0,0,0,0
EC1N,,0,0,0,0,0,1,0,0,0,0
EC1R,,0,1,0,0,0,3,0,0,0,0
EC1V,,0,2,0,0,0,4,0,0,0,0
EC1Y,,0,0,0,0,0,1,0,0,0,0
EC2A,,0,0,0,0,0,2,0,0,0,0
EC2Y,,0,0,0,0,0,1,0,0,0,0
EC3A,,0,0,0,0,0,1,0,0,0,0
EC3N,,0,0,0,0,0,1,0,0,0,0
EC4M,,0,0,0,0,0,1,0,0,0,0
EC4V,,0,0,0,0,0,1,0,0,0,0
EN1,,0,1,0,0,0,17,0,0,0,0
EN2,,0,1,0,0,0,9,0,0,0,0
EN3,,0,0,0,0,0,25,0,0,0,0
EN4,,0,1,0,0,0,14,0,0,0,0
EN5,,0,1,0,0,0,12,0,0,0,0
EN6,,74,2,0,73,0,7,0,29,0,72
EN7,YES,55,0,0,52,0,3,0,67,0,0
EN8,,51,2,0,141,0,13,0,38,0,115
EN9,,67,0,0,12,0,6,24,50,0,132
EN10,,59,0,0,29,0,4,0,75,0,28
EN11,,152,1,0,146,0,18,0,28,0,82
EX1,,109,0,0,179,0,13,0,31,2,112
EX2,,251,0,55,272,43,27,0,70,0,168
EX3,,171,0,0,144,0,8,0,50,0,155
EX4,,208,1,0,163,0,19,0,16,0,125
EX5,,269,0,0,294,0,16,0,38,0,69
EX6,,32,0,0,112,0,4,0,25,0,31
EX7,YES,52,0,0,62,0,3,0,67,0,0
EX8,,321,4,65,382,0,21,0,29,251,283
EX9,,261,1,31,41,48,15,36,27,0,39
EX10,,75,0,8,147,9,3,0,100,0,85
EX11,,71,3,8,147,0,14,0,0,0,0
EX12,,43,0,9,79,0,5,42,20,0,0
EX13,,119,0,0,84,31,16,14,31,0,177
EX14,,114,1,0,187,0,14,0,36,30,0
EX15,,170,1,0,237,0,9,0,33,0,52
EX16,,216,2,0,288,0,16,0,69,0,75
EX17,,409,0,0,202,0,16,0,25,0,158
EX18,,48,0,0,32,0,2,0,0,0,0
EX19,YES,0,0,0,22,0,4,0,50,0,0
EX20,,45,3,0,12,0,13,0,54,1,197
EX21,YES,32,2,0,45,0,6,0,50,0,0
EX22,,30,0,0,0,0,8,0,75,10,39
EX23,,103,0,0,0,0,9,0,56,0,102
EX24,YES,0,0,0,12,18,3,0,33,0,0
EX31,,148,1,6,90,0,19,0,16,0,26
EX32,,173,0,0,118,0,10,0,0,0,0
EX33,,57,1,0,138,0,13,0,0,0,0
EX34,,18,0,0,59,0,5,0,0,0,0
EX35,YES,0,0,0,0,0,1,0,100,0,0
EX36,,84,0,0,57,0,4,0,50,0,15
EX37,,0,0,0,14,0,4,0,100,0,17
EX38,,43,0,6,59,9,7,0,0,0,0
EX39,YES,323,0,0,304,18,13,0,15,0,0
FY1,,58,2,0,57,0,8,0,0,0,0
FY2,,95,0,0,88,0,6,0,83,0,23
FY3,,424,4,11,248,0,28,36,32,0,65
FY4,,223,1,0,175,0,15,12,33,120,150
FY5,,324,2,0,281,36,13,0,54,0,129
FY6,,225,2,35,257,25,14,0,50,0,153
FY7,,143,2,0,118,0,9,0,33,0,78
FY8,,513,0,0,343,0,17,0,18,100,44
G64,,0,1,0,0,0,0,0,0,0,0
GL1,,148,1,0,180,0,10,0,50,0,72
GL2,,210,2,15,376,18,26,12,35,0,87
GL3,,221,1,6,249,0,13,0,46,70,106
GL4,,340,1,0,290,0,8,0,38,0,131
GL5,,170,0,0,181,0,14,0,43,0,94
GL6,,175,2,17,197,0,16,26,19,0,28
GL7,YES,168,0,8,271,10,15,0,20,0,0
GL8,,96,0,20,92,0,17,0,24,0,84
GL9,,59,0,0,0,0,2,0,100,0,9
GL10,YES,366,1,0,155,77,13,0,15,0,0
GL11,,68,2,0,112,0,11,0,64,0,63
GL12,,136,0,0,138,0,5,0,60,0,44
GL13,,38,0,0,25,0,5,0,40,0,12
GL14,,44,0,32,40,0,9,11,22,0,49
GL15,,92,4,0,146,0,17,0,24,0,37
GL16,,52,0,0,99,0,10,0,30,0,70
GL17,,78,0,0,70,0,16,0,6,0,16
GL18,,52,2,0,0,0,5,0,60,0,26
GL19,,64,0,0,111,0,4,0,100,0,33
GL20,YES,114,1,6,138,0,20,0,15,0,0
GL50,,91,0,63,74,0,14,0,7,0,13
GL51,,31,1,0,192,0,20,0,5,24,127
GL52,,274,1,321,237,216,21,0,10,0,61
GL53,,145,0,24,188,0,5,0,20,0,59
GL54,YES,116,4,34,108,32,20,0,5,0,0
GL55,,70,1,0,57,0,6,0,83,0,59
GL56,,69,2,0,47,0,5,0,40,0,48
GU1,,178,0,0,178,0,10,0,40,0,154
GU2,YES,124,1,0,184,0,12,0,25,0,0
GU3,,0,0,0,0,0,4,0,0,0,0
GU4,,109,1,0,108,0,9,0,11,0,49
GU5,,118,0,0,123,0,7,0,29,0,18
GU6,,106,1,0,108,0,3,0,0,0,0
GU7,,380,0,48,279,48,13,0,46,6,255
GU8,,378,0,28,316,24,21,0,33,0,95
GU9,,175,0,18,238,0,16,0,25,36,156
GU10,,24,0,0,86,0,9,0,56,0,93
GU11,,115,1,0,212,0,24,0,25,0,28
GU12,,91,0,17,93,47,5,0,20,0,9
GU14,YES,283,1,0,273,0,11,0,9,0,0
GU15,,29,1,0,52,0,5,0,0,0,0
GU16,,274,1,1,245,14,17,0,6,29,0
GU17,,35,1,0,74,0,18,0,11,0,52
GU18,,45,0,0,43,5,7,0,0,0,0
GU19,,107,0,0,110,0,6,0,83,0,41
GU20,,0,0,0,0,0,2,0,0,0,0
GU21,,328,0,0,339,0,21,0,43,0,203
GU22,,582,7,0,514,0,18,0,44,0,302
GU23,,59,1,0,44,0,13,0,54,0,88
GU24,,126,0,0,89,0,4,0,0,0,0
GU25,YES,68,0,0,0,0,3,0,33,0,0
GU26,,35,1,0,108,0,11,0,36,0,125
GU27,,226,4,0,236,0,9,0,56,0,87
GU28,,0,0,0,0,0,5,0,20,0,9
GU29,,0,0,0,27,0,5,0,20,0,40
GU30,,214,0,0,86,11,6,0,0,0,0
GU31,,128,1,0,45,0,7,0,0,0,0
GU32,,104,0,0,102,0,12,0,33,0,52
GU33,,64,0,0,95,0,14,0,14,0,115
GU34,,182,0,0,313,0,26,0,12,56,15
GU35,,44,0,0,68,0,11,0,9,0,15
GU46,,160,1,0,144,0,14,0,0,0,0
GU47,,103,0,0,117,0,19,0,0,0,0
GU51,,75,0,0,89,0,9,0,56,0,53
GU52,,160,0,6,331,8,11,0,27,64,150
HA0,,0,0,0,0,0,10,0,0,0,0
HA1,,0,1,0,0,0,14,0,0,0,0
HA2,,0,0,0,0,0,16,0,0,0,0
HA3,,0,2,0,0,0,26,0,0,0,0
HA4,,0,4,0,0,0,18,0,0,0,0
HA5,,0,1,0,0,0,16,0,0,0,0
HA6,YES,33,1,0,28,0,14,0,7,0,0
HA7,,0,0,0,0,0,8,0,0,0,0
HA8,,0,0,0,0,0,24,0,0,0,0
HA9,,0,0,0,0,0,17,0,0,0,0
HD1,,164,1,0,0,0,7,0,43,71,112
HD2,,182,0,0,0,42,9,8,33,87,88
HD3,,112,1,0,0,9,8,0,38,0,183
HD4,,195,1,0,0,40,14,45,79,32,274
HD5,,430,3,0,0,0,12,10,83,0,296
HD6,,229,1,0,206,0,27,0,26,0,94
HD7,,198,2,0,0,12,13,0,54,36,146
HD8,,356,6,0,0,0,19,24,89,158,381
HD9,,126,6,0,0,9,17,67,41,54,232
HG1,,382,2,42,213,38,9,0,56,0,84
HG2,YES,119,0,0,135,0,15,0,33,0,0
HG3,,112,4,33,45,36,17,48,18,98,314
HG4,YES,82,3,0,65,0,11,0,9,0,0
HG5,,143,2,0,43,0,13,0,15,0,103
HP1,,210,0,0,220,0,17,0,29,0,42
HP2,,86,1,0,73,0,18,0,17,0,58
HP3,,93,0,0,144,9,11,0,0,0,0
HP4,,29,1,4,67,7,6,0,33,12,48
HP5,,175,0,0,119,0,11,0,36,5,22
HP6,,68,3,0,102,0,7,0,0,0,0
HP7,YES,29,0,0,0,0,8,0,13,0,0
HP8,YES,23,1,0,24,0,2,0,50,0,0
HP9,,114,0,0,180,0,11,0,9,0,28
HP10,,136,1,2,105,0,12,0,17,0,53
HP11,,0,1,9,31,0,11,24,27,0,47
HP12,,33,1,0,48,0,3,0,0,0,0
HP13,,42,0,0,44,0,2,0,50,0,28
HP14,,335,1,0,166,0,22,0,18,0,23
HP15,,145,1,0,230,0,12,0,17,0,96
HP16,,49,3,0,72,0,12,0,17,0,35
HP17,,39,1,0,0,0,6,0,33,30,0
HP18,,99,1,0,47,0,10,0,40,0,55
HP19,,28,3,0,0,0,8,0,0,0,0
HP20,,136,0,0,39,0,3,0,0,0,0
HP21,,134,0,0,92,8,11,0,55,9,19
HP22,,319,4,0,233,8,20,0,20,0,23
HP23,,46,0,0,98,0,8,0,38,0,91
HP27,YES,7,1,0,29,0,7,0,14,0,0
HR1,,230,2,0,215,0,12,0,33,0,76
HR2,,319,0,0,210,0,17,0,12,0,20
HR3,,0,0,0,25,0,3,0,0,0,0
HR4,,324,1,0,367,0,16,0,50,0,237
HR5,,0,0,0,0,0,2,0,0,0,0
HR6,,225,2,37,180,45,17,0,29,0,67
HR7,,25,0,0,31,0,5,0,0,0,0
HR8,YES,53,1,24,91,59,12,0,8,0,0
HR9,,88,0,13,137,0,15,0,13,0,23
HU1,,0,0,0,0,0,2,0,0,0,0
HU2,,0,0,0,0,0,4,0,25,0,26
HU3,,316,2,0,99,0,13,0,31,0,34
HU4,,107,0,0,127,0,11,0,9,0,24
HU5,,111,1,0,243,0,14,0,36,0,75
HU6,,127,0,27,111,29,10,0,50,0,10
HU7,,179,0,0,178,0,16,0,19,0,71
HU8,,220,2,14,268,3,14,0,43,0,53
HU9,,139,0,0,59,0,7,0,14,0,15
HU10,,155,3,0,156,0,11,0,27,0,124
HU11,,23,0,0,22,0,6,0,0,0,0
HU12,,75,0,0,126,24,4,0,25,0,60
HU13,,24,2,0,11,0,4,0,0,0,0
HU14,,21,0,0,62,0,21,0,24,0,103
HU15,,162,1,0,161,0,9,0,22,0,24
HU16,,110,0,0,57,23,6,0,50,0,85
HU17,,447,2,0,288,17,20,24,75,0,85
HU18,YES,12,0,0,20,0,4,0,50,0,0
HU19,,94,4,24,42,0,23,0,26,162,186
HU20,,11,0,0,0,0,1,0,0,0,0
HX1,,226,1,0,187,30,10,0,90,7,105
HX2,,283,2,0,260,0,11,0,27,0,264
HX3,,257,1,24,368,0,6,0,50,0,72
HX4,,73,0,0,40,0,10,0,10,0,30
HX5,,0,1,0,42,0,4,0,50,0,42
HX6,,64,2,0,135,0,14,0,64,15,162
HX7,,391,0,70,240,0,10,12,50,0,214
IG1,,0,0,0,0,0,17,0,0,0,0
IG2,,0,1,0,0,0,7,0,0,0,0
